path,label
garbage_dataset/Garbage classification/Garbage classification/paper/paper399.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper267.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash84.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal91.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard96.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper84.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash57.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper261.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass112.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal7.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash40.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper376.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal282.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper578.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic348.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash72.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard13.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard277.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic269.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal333.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass281.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass98.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic184.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper203.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard332.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic339.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic62.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass53.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard356.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash24.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic30.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash15.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper256.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic475.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper303.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper220.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper284.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic180.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard217.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic63.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal3.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper309.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash114.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard21.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard118.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal288.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic79.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper554.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard283.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic374.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal332.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper298.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard77.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard143.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass5.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic220.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal392.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper138.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic462.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper506.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass270.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper420.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash64.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper104.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass169.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper536.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass37.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper276.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass411.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard157.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard201.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic434.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal133.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper392.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper137.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard319.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic77.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal83.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal318.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass116.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper502.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass336.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard31.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal401.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper206.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard214.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard140.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass435.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard225.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard108.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass268.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal32.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal208.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass465.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard193.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal179.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass134.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic388.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash28.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass286.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper546.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass38.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic102.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic144.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic393.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard4.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal395.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal50.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal269.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper222.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard43.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass412.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash30.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass164.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal387.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal327.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic363.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard89.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard335.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper210.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass335.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard35.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard293.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal286.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal184.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass170.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal187.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic341.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass50.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper188.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic238.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal35.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass405.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper219.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper120.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper586.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass302.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal27.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic414.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper223.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal60.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard307.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard365.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic151.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard187.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass138.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass280.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass301.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper77.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper384.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal280.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass269.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper302.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal330.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic86.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper100.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass244.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal173.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal400.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass347.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash73.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass413.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass106.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper352.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard2.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper233.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard70.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper163.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper489.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass457.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper552.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass104.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper56.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper24.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic61.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash36.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal334.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper471.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash128.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper495.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal292.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash47.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard79.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal127.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic373.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash109.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass43.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass333.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal4.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass14.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal171.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper365.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper393.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal81.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper490.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper318.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper195.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal279.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard92.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal244.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper218.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal239.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic123.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic376.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal238.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic57.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper579.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass142.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass130.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic203.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper105.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass195.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass224.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic385.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal294.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass490.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic65.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper111.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard51.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal283.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper466.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic214.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard245.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard19.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash44.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal213.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal148.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper491.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper315.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper508.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass388.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal34.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal48.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass338.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper145.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass420.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic229.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic168.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard125.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass78.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper292.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass200.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal410.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass344.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper166.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal359.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard181.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal328.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper221.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard30.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic166.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper141.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper328.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic426.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass418.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash87.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper345.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass368.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal65.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard39.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass305.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic354.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard267.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard33.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper106.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal169.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard284.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard387.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass36.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash120.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper496.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass472.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal141.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper160.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal325.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal146.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash20.jpg,6
garbage_dataset/Garbage classification/Garbage classification/metal/metal284.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic100.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal348.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal336.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass313.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic75.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard259.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper53.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass364.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper228.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic335.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper12.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic66.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard379.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass45.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard75.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic265.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard52.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper569.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper482.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal211.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass162.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass85.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic152.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass320.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic336.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal49.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper573.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper179.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard242.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass250.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper242.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass462.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic342.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard389.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic311.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper247.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal228.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper239.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass202.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic24.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper124.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass140.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard403.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass477.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard95.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic293.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard178.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic85.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass293.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic359.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper524.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard270.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass350.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper134.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic51.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper282.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper157.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal14.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic346.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard149.jpg,3
garbage_dataset/Garbage classification/Garbage classification/trash/trash34.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic60.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash35.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper333.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass434.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper321.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper36.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard348.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass485.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass101.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass178.jpg,1
garbage_dataset/Garbage classification/Garbage classification/trash/trash39.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper316.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal287.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper180.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass180.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper277.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal52.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash71.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic310.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass41.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper476.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard318.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic244.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper467.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal191.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper14.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass58.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal147.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal402.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic276.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal137.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass436.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper299.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper509.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic410.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass30.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic234.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic479.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass191.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal302.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass81.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass429.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper204.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper122.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper192.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard330.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper246.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass146.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal175.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass252.jpg,1
